sim_id,w_r,h_si,doping,S,lambda,length,v_pi_V,v_pi_l_Vmm,loss_at_v_pi_dB_per_cm,C_at_v_pi_pF_per_cm,max_dphi_rad,cost
5.200000e+01,4.112000e-07,9.948000e-08,1.197000e+17,6.691000e-07,1.312000e-06,8.278000e-04,9.723232e-01,8.048892e-01,1.305356e+01,2.317152e+03,3.768406e+01,2.521456e+00
5.300000e+01,3.582000e-07,8.385000e-08,7.723000e+17,2.277000e-07,1.346000e-06,4.380000e-04,,1.095000e+00,7.091666e+04,,2.625573e+00,1.063827e+04
5.400000e+01,4.636000e-07,7.779000e-08,8.860000e+17,4.154000e-07,1.338000e-06,4.709000e-04,,1.177250e+00,7.693315e+04,,2.178463e+00,1.154080e+04
5.500000e+01,4.445000e-07,1.183000e-07,5.493000e+17,7.993000e-07,1.340000e-06,7.484000e-04,1.972100e+00,1.475920e+00,7.085257e+04,1.017081e+04,6.397256e+00,1.062892e+04
5.600000e+01,4.065000e-07,1.151000e-07,1.914000e+17,5.956000e-07,1.297000e-06,1.882000e-04,1.414292e+00,2.661697e-01,7.300262e+01,5.678881e+03,1.031776e+01,1.113671e+01
5.700000e+01,3.798000e-07,9.298000e-08,7.054000e+17,6.867000e-07,1.279000e-06,2.775000e-04,1.147389e+00,3.184005e-01,4.551628e+01,5.126512e+03,1.949846e+01,7.050322e+00
5.800000e+01,4.364000e-07,8.105000e-08,5.750000e+17,9.757000e-08,1.330000e-06,1.052000e-04,,2.630000e-01,7.976779e+04,,5.645703e-01,1.196535e+04
5.900000e+01,4.262000e-07,1.298000e-07,6.530000e+17,3.573000e-07,1.309000e-06,4.495000e-04,1.494077e+00,6.715877e-01,9.928329e+03,1.199820e+04,1.481995e+01,1.489719e+03
6.000000e+01,3.864000e-07,8.204000e-08,6.597000e+17,1.226000e-07,1.304000e-06,9.055000e-04,2.234621e+00,2.023449e+00,8.956081e+04,7.826664e+03,4.403330e+00,1.343554e+04
61,4.513944e-07,1.000884e-07,1.801172e+17,2.388459e-07,1.287192e-06,9.528948e-04,9.310973e-01,8.872378e-01,1.076084e+01,2.272461e+03,5.283035e+01,2.235193e+00
62,4.671531e-07,1.017265e-07,1.082815e+17,2.766136e-07,1.261066e-06,7.303725e-04,9.871760e-01,7.210062e-01,1.444457e+01,2.475986e+03,3.640110e+01,2.671390e+00
63,4.129700e-07,1.062359e-07,6.923292e+17,5.130634e-07,1.266969e-06,7.193590e-04,9.293305e-01,6.685223e-01,1.474501e+01,3.724221e+03,5.477682e+01,2.679717e+00
64,4.261176e-07,9.263313e-08,2.098147e+17,1.677708e-07,1.279238e-06,6.126032e-04,1.007727e+00,6.173366e-01,1.805247e+01,2.618777e+03,3.517288e+01,3.140007e+00
65,4.479352e-07,1.077385e-07,4.750276e+17,2.222619e-07,1.260000e-06,6.518493e-04,9.521302e-01,6.206454e-01,1.647588e+01,3.697471e+03,4.908454e+01,2.905834e+00
66,3.618735e-07,1.176685e-07,4.972613e+17,1.539538e-08,1.298162e-06,8.989034e-04,9.005371e-01,8.094958e-01,1.199833e+01,3.423397e+03,5.627230e+03,2.366397e+00
67,4.217509e-07,1.087431e-07,8.634287e+17,5.374452e-07,1.280882e-06,9.633808e-04,8.848114e-01,8.524103e-01,1.078737e+01,3.275598e+03,7.428476e+01,2.214792e+00
68,4.822046e-07,9.992032e-08,2.037732e+17,8.510876e-08,1.287076e-06,6.612380e-04,9.919901e-01,6.559415e-01,1.664065e+01,2.768293e+03,3.883812e+01,2.955257e+00
69,3.827994e-07,1.095255e-07,5.535787e+17,5.134271e-07,1.264880e-06,3.853524e-04,1.056468e+00,4.071125e-01,3.071642e+01,5.198823e+03,2.792926e+01,4.892442e+00
70,3.877791e-07,1.220426e-07,4.759867e+17,2.425175e-07,1.343899e-06,8.713805e-04,1.849213e+00,1.611368e+00,6.960632e+04,1.120375e+04,8.947091e+00,1.044208e+04
71,3.604483e-07,1.086260e-07,8.199393e+17,6.869445e-07,1.276219e-06,6.246104e-04,9.488857e-01,5.926839e-01,1.762529e+01,4.385648e+03,4.653567e+01,3.058673e+00
72,3.777514e-07,1.040270e-07,1.946316e+17,1.546684e-08,1.277471e-06,8.725742e-04,9.382172e-01,8.186641e-01,1.182258e+01,2.490170e+03,5.238718e+01,2.346451e+00
73,4.423392e-07,1.044868e-07,2.876576e+17,1.634775e-08,1.260000e-06,8.953708e-04,9.181451e-01,8.220803e-01,1.136233e+01,2.600920e+03,6.091720e+01,2.279805e+00
74,3.647458e-07,8.559905e-08,1.000000e+17,1.120948e-07,1.280518e-06,5.388974e-04,,1.347244e+00,1.051298e+05,,1.933892e+00,1.577041e+04
75,4.132893e-07,9.874207e-08,4.037416e+17,2.744328e-07,1.260282e-06,9.096630e-04,9.109421e-01,8.286503e-01,1.117437e+01,2.519455e+03,6.360493e+01,2.256211e+00
