sim_id,w_r,h_si,doping,S,lambda,length,v_pi_V,v_pi_l_Vmm,loss_at_v_pi_dB_per_cm,C_at_v_pi_pF_per_cm,max_dphi_rad,is_valid,norm_loss,norm_vpil,cost,charge_time_s,fde_time_s,total_time_s,intrinsic_width_m,loss_min_dB_per_cm,loss_max_dB_per_cm,C_min_pF_per_cm,C_max_pF_per_cm
1.900000e+01,3.677000e-07,1.082000e-07,9.538000e+17,4.521000e-07,1.277000e-06,8.857000e-04,8.916125e-01,7.897012e-01,1.185660e+01,3.487713e+03,7.089916e+01,True,5.928300e+00,7.897012e-01,2.331281e+00,2.218581e+02,1.286391e+02,3.649753e+02,1.271900e-06,2.890281e-03,4.368973e+02,7.115118e-01,1.148812e+04
2.000000e+01,3.985000e-07,1.290000e-07,4.721000e+17,2.793000e-07,1.289000e-06,9.452000e-04,1.302725e+00,1.231336e+00,1.008231e+04,9.083844e+03,3.017693e+01,True,5.041155e+03,1.231336e+00,1.513208e+03,2.268466e+02,1.266983e+02,3.683056e+02,9.571000e-07,1.003813e+04,1.043874e+04,8.617510e-01,1.251514e+04
2.100000e+01,4.128000e-07,9.060000e-08,7.995000e+17,7.475000e-07,1.352000e-06,8.194000e-04,9.189904e-01,7.530207e-01,1.371237e+01,3.073914e+03,5.435433e+01,True,6.856185e+00,7.530207e-01,2.583970e+00,1.917623e+02,1.254975e+02,3.313700e+02,1.907800e-06,5.368018e-06,3.754288e+02,5.372737e-01,8.035670e+03
2.200000e+01,4.831000e-07,1.112000e-07,8.653000e+17,3.304000e-07,1.299000e-06,1.960000e-04,,4.900000e-01,9.419749e+04,,2.737918e-01,False,4.709875e+04,4.900000e-01,1.412997e+04,2.209119e+02,1.306776e+02,3.665034e+02,1.143900e-06,9.419733e+04,9.419749e+04,7.650506e-01,1.206485e+04
2.300000e+01,4.988000e-07,1.051000e-07,8.612000e+17,5.456000e-07,1.317000e-06,6.560000e-04,9.436649e-01,6.190442e-01,1.719111e+01,4.272738e+03,4.935331e+01,True,8.595555e+00,6.190442e-01,3.011997e+00,2.122070e+02,1.266249e+02,3.536781e+02,1.590000e-06,2.017458e-05,4.207589e+02,6.207565e-01,1.072064e+04
2.400000e+01,4.892000e-07,1.242000e-07,5.278000e+17,3.043000e-07,1.348000e-06,6.401000e-04,1.951028e+00,1.248853e+00,6.835295e+04,1.214325e+04,7.096996e+00,True,3.417647e+04,1.248853e+00,1.025382e+04,2.242895e+02,1.307713e+02,3.694290e+02,1.097800e-06,6.833198e+04,6.837831e+04,7.975453e-01,1.227410e+04
2.500000e+01,3.540000e-07,1.237000e-07,6.910000e+17,4.028000e-07,1.340000e-06,8.569000e-04,1.808342e+00,1.549568e+00,7.084670e+04,1.249999e+04,9.261153e+00,True,3.542335e+04,1.549568e+00,1.062809e+04,2.241777e+02,1.286696e+02,3.676762e+02,1.159600e-06,7.083069e+04,7.087595e+04,7.701459e-01,1.267997e+04
2.600000e+01,4.491000e-07,1.193000e-07,2.489000e+17,1.085000e-07,1.325000e-06,2.640000e-04,,6.600000e-01,7.792718e+04,,1.436593e+00,False,3.896359e+04,6.600000e-01,1.168954e+04,2.241138e+02,1.287360e+02,3.678643e+02,6.661000e-07,7.790353e+04,7.792718e+04,9.986535e-01,1.028584e+04
2.700000e+01,4.511000e-07,9.802000e-08,1.624000e+17,2.444000e-07,1.285000e-06,9.802000e-04,9.289905e-01,9.105965e-01,1.039328e+01,2.151297e+03,5.250300e+01,True,5.196640e+00,9.105965e-01,2.196410e+00,2.064452e+02,1.286380e+02,3.499489e+02,9.399000e-07,1.740826e-04,2.771738e+02,7.962139e-01,6.802577e+03
2.800000e+01,4.549000e-07,1.225000e-07,8.239000e+17,4.808000e-07,1.268000e-06,9.250000e-04,8.836184e-01,8.173470e-01,1.119739e+01,3.944854e+03,7.338440e+01,True,5.598695e+00,8.173470e-01,2.251751e+00,2.266388e+02,1.295864e+02,3.711981e+02,1.416500e-06,8.214096e-04,4.289503e+02,6.889597e-01,1.298681e+04
2.900000e+01,3.959000e-07,7.338000e-08,2.124000e+17,3.797000e-07,1.349000e-06,4.222000e-04,,1.055500e+00,6.999870e+04,,1.373751e+00,False,3.499935e+04,1.055500e+00,1.050054e+04,1.737194e+02,1.252431e+02,3.138499e+02,1.155300e-06,6.998123e+04,6.999870e+04,6.862758e-01,4.412777e+03
3.000000e+01,3.754000e-07,8.769000e-08,4.013000e+17,3.373000e-07,1.355000e-06,9.579000e-04,1.994806e+00,1.910825e+00,6.822189e+04,6.722058e+03,6.436131e+00,True,3.411094e+04,1.910825e+00,1.023462e+04,1.899913e+02,1.265626e+02,3.307759e+02,1.050000e-06,6.820840e+04,6.823496e+04,7.513353e-01,7.323952e+03
3.100000e+01,4.812000e-07,1.207000e-07,5.620000e+17,5.246000e-08,1.290000e-06,7.025000e-04,9.313608e-01,6.542810e-01,1.559271e+01,4.501957e+03,5.551059e+01,True,7.796355e+00,6.542810e-01,2.796903e+00,2.297824e+02,1.309317e+02,3.748532e+02,5.861200e-07,5.284135e-02,4.356682e+02,1.089422e+00,1.276999e+04
3.200000e+01,4.238000e-07,1.108000e-07,9.066000e+17,6.058000e-08,1.334000e-06,3.180000e-04,1.783771e+00,5.672391e-01,7.576933e+04,1.221341e+04,2.012333e+01,True,3.788467e+04,5.672391e-01,1.136580e+04,2.324902e+02,1.267954e+02,3.741649e+02,5.449600e-07,7.285156e+04,7.618311e+04,1.103762e+00,1.265629e+04
3.300000e+01,4.917000e-07,8.486000e-08,7.522000e+17,3.952000e-08,1.292000e-06,4.103000e-04,,1.025750e+00,9.952767e+04,,2.551116e+00,False,4.976383e+04,1.025750e+00,1.492987e+04,1.881465e+02,1.415790e+02,3.445695e+02,5.707400e-07,9.952693e+04,9.952767e+04,1.029046e+00,8.823263e+03
3.400000e+01,4.410000e-07,7.159000e-08,3.275000e+17,1.375000e-07,1.296000e-06,4.938000e-04,1.027119e+00,5.071916e-01,2.351739e+01,2.560792e+03,2.884862e+01,True,1.175869e+01,5.071916e-01,3.882643e+00,1.805487e+02,1.285450e+02,3.235641e+02,7.160000e-07,2.759152e-04,3.086902e+02,8.806788e-01,5.349413e+03
3.500000e+01,3.929000e-07,8.064000e-08,9.291000e+17,1.868000e-07,1.283000e-06,3.010000e-04,,7.525000e-01,1.035311e+05,,9.998964e-01,False,5.176555e+04,7.525000e-01,1.553019e+04,1.827739e+02,1.327133e+02,3.295708e+02,7.665000e-07,1.035128e+05,1.035311e+05,8.818799e-01,8.077210e+03
3.600000e+01,4.798000e-07,8.928000e-08,7.854000e+17,1.775000e-07,1.314000e-06,8.674000e-04,1.941823e+00,1.684338e+00,8.615245e+04,9.070119e+03,6.756964e+00,True,4.307622e+04,1.684338e+00,1.292405e+04,1.966462e+02,1.255468e+02,3.363838e+02,8.348000e-07,8.615141e+04,8.615435e+04,8.651881e-01,9.302475e+03
3.700000e+01,4.724000e-07,7.240000e-08,6.708000e+17,5.643000e-07,1.287000e-06,2.415000e-04,,6.037500e-01,1.013016e+05,,4.820775e-01,False,5.065080e+04,6.037500e-01,1.519566e+04,1.703432e+02,1.386754e+02,3.233278e+02,1.601000e-06,1.012881e+05,1.013016e+05,5.800012e-01,5.806541e+03
3.800000e+01,4.592000e-07,8.801000e-08,1.332000e+17,4.336000e-07,1.332000e-06,1.568000e-04,,3.920000e-01,7.904538e+04,,8.717979e-01,False,3.952269e+04,3.920000e-01,1.185708e+04,1.876956e+02,1.267019e+02,3.286314e+02,1.326400e-06,7.904387e+04,7.904538e+04,6.489706e-01,5.150765e+03
3.900000e+01,4.622000e-07,7.620000e-08,3.543000e+17,5.119000e-07,1.336000e-06,8.471000e-04,2.494126e+00,2.112774e+00,7.762881e+04,5.284155e+03,3.160122e+00,True,3.881440e+04,2.112774e+00,1.164580e+04,1.719106e+02,1.250655e+02,3.128703e+02,1.486000e-06,7.762540e+04,7.762884e+04,6.061744e-01,5.288814e+03
4.000000e+01,4.667000e-07,1.035000e-07,7.212000e+17,7.075000e-07,1.263000e-06,5.496000e-04,9.752032e-01,5.359717e-01,2.026179e+01,4.210566e+03,4.013093e+01,True,1.013090e+01,5.359717e-01,3.414449e+00,2.092036e+02,1.310563e+02,3.550888e+02,1.881700e-06,2.528165e-06,3.876274e+02,5.542329e-01,9.546804e+03
4.100000e+01,4.026000e-07,1.121000e-07,1.850000e+17,6.675000e-08,1.274000e-06,2.938000e-04,1.206451e+00,3.544554e-01,4.260181e+01,4.533690e+03,1.763387e+01,True,2.130091e+01,3.544554e-01,6.638390e+00,2.217767e+02,1.289547e+02,3.659202e+02,5.361000e-07,2.455313e-02,3.134532e+02,1.061686e+00,8.729964e+03
4.200000e+01,4.192000e-07,1.042000e-07,9.881000e+17,3.112000e-07,1.357000e-06,7.165000e-04,9.278912e-01,6.648340e-01,1.608082e+01,4.125090e+03,5.614690e+01,True,8.040410e+00,6.648340e-01,2.877507e+00,2.177868e+02,1.266795e+02,3.587721e+02,1.041600e-06,6.849625e-04,4.561571e+02,7.916320e-01,1.147375e+04
4.300000e+01,4.762000e-07,8.655000e-08,4.867000e+17,7.055000e-07,1.351000e-06,3.961000e-04,,9.902500e-01,6.939988e+04,,2.487662e+00,False,3.469994e+04,9.902500e-01,1.041068e+04,1.856341e+02,1.265967e+02,3.272081e+02,1.887200e-06,6.937360e+04,6.939988e+04,5.350318e-01,6.639527e+03
4.400000e+01,4.933000e-07,9.403000e-08,2.548000e+17,1.565000e-07,1.326000e-06,6.162000e-04,1.004666e+00,6.190755e-01,1.871157e+01,2.858646e+03,3.633166e+01,True,9.355785e+00,6.190755e-01,3.240088e+00,2.073632e+02,1.252433e+02,3.466910e+02,8.063000e-07,1.053623e-03,3.208071e+02,8.670474e-01,7.683659e+03
4.500000e+01,4.312000e-07,9.356000e-08,7.422000e+17,2.103000e-07,1.260000e-06,7.389000e-04,9.206508e-01,6.802688e-01,1.424740e+01,3.181479e+03,5.924566e+01,True,7.123700e+00,6.802688e-01,2.613298e+00,2.020915e+02,1.310822e+02,3.482337e+02,8.518000e-07,1.847839e-03,4.302483e+02,8.582846e-01,9.696254e+03
4.600000e+01,4.211000e-07,1.148000e-07,3.219000e+17,1.720000e-07,1.343000e-06,9.185000e-04,1.981202e+00,1.819734e+00,6.989201e+04,9.398887e+03,7.032165e+00,True,3.494600e+04,1.819734e+00,1.048508e+04,2.229719e+02,1.306794e+02,3.679116e+02,7.651000e-07,6.987492e+04,6.991246e+04,9.304486e-01,1.033009e+04
4.700000e+01,3.819000e-07,1.253000e-07,6.068000e+17,7.350000e-07,1.281000e-06,5.337000e-04,9.749406e-01,5.203258e-01,2.138651e+01,5.518456e+03,3.813422e+01,True,1.069326e+01,5.203258e-01,3.572205e+00,2.159251e+02,1.287209e+02,3.595528e+02,1.851900e-06,8.526420e-05,3.850615e+02,5.808806e-01,1.149179e+04
4.800000e+01,4.168000e-07,1.062000e-07,3.846000e+17,4.664000e-07,1.359000e-06,5.111000e-04,1.028052e+00,5.254376e-01,2.393422e+01,4.046178e+03,3.212239e+01,True,1.196711e+01,5.254376e-01,3.957939e+00,2.160097e+02,1.266008e+02,3.572599e+02,1.349600e-06,4.422384e-05,3.550344e+02,6.771223e-01,8.965236e+03
4.900000e+01,3.895000e-07,7.466000e-08,9.745000e+17,4.752000e-07,1.307000e-06,6.810000e-04,,1.702500e+00,8.813921e+04,,2.226850e+00,False,4.406961e+04,1.702500e+00,1.322207e+04,1.756620e+02,1.256131e+02,3.163351e+02,1.339900e-06,8.811805e+04,8.813921e+04,6.480256e-01,6.865015e+03
5.000000e+01,3.825000e-07,1.022000e-07,2.884000e+17,3.905000e-07,1.264000e-06,6.868000e-04,9.684004e-01,6.650974e-01,1.557716e+01,2.924370e+03,4.329224e+01,True,7.788580e+00,6.650974e-01,2.802142e+00,2.120034e+02,1.309505e+02,3.578708e+02,1.163500e-06,6.181925e-05,3.278553e+02,7.244758e-01,8.166743e+03
5.100000e+01,4.018000e-07,7.014000e-08,5.050000e+17,5.230000e-07,1.277000e-06,5.684000e-04,9.726950e-01,5.528799e-01,1.967098e+01,2.647442e+03,3.447517e+01,True,9.835490e+00,5.528799e-01,3.337663e+00,1.678507e+02,1.288046e+02,3.113480e+02,1.447800e-06,2.475593e-06,3.168692e+02,6.093358e-01,5.030083e+03
5.200000e+01,4.112000e-07,9.948000e-08,1.197000e+17,6.691000e-07,1.312000e-06,8.278000e-04,9.723232e-01,8.048892e-01,1.305356e+01,2.317152e+03,3.768406e+01,True,6.526780e+00,8.048892e-01,2.521456e+00,2.003953e+02,1.265938e+02,3.416853e+02,1.749400e-06,2.462377e-06,2.354701e+02,5.579417e-01,5.634268e+03
5.300000e+01,3.582000e-07,8.385000e-08,7.723000e+17,2.277000e-07,1.346000e-06,4.380000e-04,,1.095000e+00,7.091666e+04,,2.625573e+00,False,3.545833e+04,1.095000e+00,1.063827e+04,1.860271e+02,1.255111e+02,3.261414e+02,8.136000e-07,7.088916e+04,7.091666e+04,8.571031e-01,8.118555e+03
5.400000e+01,4.636000e-07,7.779000e-08,8.860000e+17,4.154000e-07,1.338000e-06,4.709000e-04,,1.177250e+00,7.693315e+04,,2.178463e+00,False,3.846657e+04,1.177250e+00,1.154080e+04,1.798497e+02,1.255645e+02,3.202055e+02,1.294400e-06,7.692947e+04,7.693315e+04,6.674422e-01,7.278749e+03
5.500000e+01,4.445000e-07,1.183000e-07,5.493000e+17,7.993000e-07,1.340000e-06,7.484000e-04,1.972100e+00,1.475920e+00,7.085257e+04,1.017081e+04,6.397256e+00,True,3.542629e+04,1.475920e+00,1.062892e+04,2.166945e+02,1.289034e+02,3.601716e+02,2.043100e-06,7.083278e+04,7.087219e+04,5.389777e-01,1.017380e+04
5.600000e+01,4.065000e-07,1.151000e-07,1.914000e+17,5.956000e-07,1.297000e-06,1.882000e-04,1.414292e+00,2.661697e-01,7.300262e+01,5.678881e+03,1.031776e+01,True,3.650131e+01,2.661697e-01,1.113671e+01,2.190141e+02,1.333073e+02,3.671823e+02,1.597700e-06,1.438374e-04,2.883398e+02,6.158844e-01,7.816482e+03
5.700000e+01,3.798000e-07,9.298000e-08,7.054000e+17,6.867000e-07,1.279000e-06,2.775000e-04,1.147389e+00,3.184005e-01,4.551628e+01,5.126512e+03,1.949846e+01,True,2.275814e+01,3.184005e-01,7.050322e+00,1.962854e+02,1.285881e+02,3.395888e+02,1.753200e-06,4.541416e-06,3.763184e+02,5.671253e-01,8.180835e+03
5.800000e+01,4.364000e-07,8.105000e-08,5.750000e+17,9.757000e-08,1.330000e-06,1.052000e-04,,2.630000e-01,7.976779e+04,,5.645703e-01,False,3.988389e+04,2.630000e-01,1.196535e+04,1.841882e+02,1.264696e+02,3.255788e+02,6.315400e-07,7.976457e+04,7.976779e+04,9.631325e-01,7.614604e+03
5.900000e+01,4.262000e-07,1.298000e-07,6.530000e+17,3.573000e-07,1.309000e-06,4.495000e-04,1.494077e+00,6.715877e-01,9.928329e+03,1.199820e+04,1.481995e+01,True,4.964164e+03,6.715877e-01,1.489719e+03,2.248745e+02,1.266352e+02,3.662435e+02,1.140800e-06,9.837437e+03,1.025267e+04,7.889546e-01,1.346043e+04
6.000000e+01,3.864000e-07,8.204000e-08,6.597000e+17,1.226000e-07,1.304000e-06,9.055000e-04,2.234621e+00,2.023449e+00,8.956081e+04,7.826664e+03,4.403330e+00,True,4.478040e+04,2.023449e+00,1.343554e+04,1.839274e+02,1.252094e+02,3.238270e+02,6.316000e-07,8.954188e+04,8.956776e+04,9.600280e-01,7.844711e+03
61,4.513944e-07,1.000884e-07,1.801172e+17,2.388459e-07,1.287192e-06,9.528948e-04,9.310973e-01,8.872378e-01,1.076084e+01,2.272461e+03,5.283035e+01,True,5.380422e+00,8.872378e-01,2.235193e+00,2.551755e+02,9.310092e+01,3.745911e+02,9.290862e-07,2.072350e-04,2.889265e+02,8.059130e-01,7.255027e+03
62,4.671531e-07,1.017265e-07,1.082815e+17,2.766136e-07,1.261066e-06,7.303725e-04,9.871760e-01,7.210062e-01,1.444457e+01,2.475986e+03,3.640110e+01,True,7.222287e+00,7.210062e-01,2.671390e+00,2.098855e+02,8.941736e+01,3.214014e+02,1.020380e-06,5.290978e-05,2.496996e+02,7.606374e-01,6.311999e+03
63,4.129700e-07,1.062359e-07,6.923292e+17,5.130634e-07,1.266969e-06,7.193590e-04,9.293305e-01,6.685223e-01,1.474501e+01,3.724221e+03,5.477682e+01,True,7.372504e+00,6.685223e-01,2.679717e+00,2.169973e+02,9.233396e+01,3.327997e+02,1.439097e-06,1.959958e-05,4.081449e+02,6.579514e-01,1.026349e+04
64,4.261176e-07,9.263313e-08,2.098147e+17,1.677708e-07,1.279238e-06,6.126032e-04,1.007727e+00,6.173366e-01,1.805247e+01,2.618777e+03,3.517288e+01,True,9.026237e+00,6.173366e-01,3.140007e+00,2.050822e+02,9.013236e+01,3.184511e+02,7.616593e-07,7.977153e-04,2.986333e+02,8.781272e-01,6.934583e+03
65,4.479352e-07,1.077385e-07,4.750276e+17,2.222619e-07,1.260000e-06,6.518493e-04,9.521302e-01,6.206454e-01,1.647588e+01,3.697471e+03,4.908454e+01,True,8.237940e+00,6.206454e-01,2.905834e+00,2.190158e+02,9.163368e+01,3.349466e+02,8.924591e-07,7.043399e-04,4.004360e+02,8.586128e-01,1.043513e+04
66,3.618735e-07,1.176685e-07,4.972613e+17,1.539538e-08,1.298162e-06,8.989034e-04,9.005371e-01,8.094958e-01,1.199833e+01,3.423397e+03,5.627230e+03,True,5.999165e+00,8.094958e-01,2.366397e+00,2.244765e+02,9.236828e+01,3.412412e+02,3.926643e-07,1.370574e-01,9.464569e+04,1.246006e+00,1.209269e+04
67,4.217509e-07,1.087431e-07,8.634287e+17,5.374452e-07,1.280882e-06,9.633808e-04,8.848114e-01,8.524103e-01,1.078737e+01,3.275598e+03,7.428476e+01,True,5.393683e+00,8.524103e-01,2.214792e+00,2.143340e+02,9.788490e+01,3.350261e+02,1.496641e-06,7.385235e-04,4.200606e+02,6.476791e-01,1.111680e+04
68,4.822046e-07,9.992032e-08,2.037732e+17,8.510876e-08,1.287076e-06,6.612380e-04,9.919901e-01,6.559415e-01,1.664065e+01,2.768293e+03,3.883812e+01,True,8.320326e+00,6.559415e-01,2.955257e+00,4.107250e+02,1.154415e+02,5.593509e+02,6.524221e-07,1.174447e-03,3.086781e+02,9.578669e-01,7.859334e+03
69,3.827994e-07,1.095255e-07,5.535787e+17,5.134271e-07,1.264880e-06,3.853524e-04,1.056468e+00,4.071125e-01,3.071642e+01,5.198823e+03,2.792926e+01,True,1.535821e+01,4.071125e-01,4.892442e+00,1.019460e+03,1.595712e+02,1.223150e+03,1.409654e-06,5.536002e-04,3.857369e+02,6.672290e-01,1.001323e+04
70,3.877791e-07,1.220426e-07,4.759867e+17,2.425175e-07,1.343899e-06,8.713805e-04,1.849213e+00,1.611368e+00,6.960632e+04,1.120375e+04,8.947091e+00,True,3.480316e+04,1.611368e+00,1.044208e+04,5.640928e+02,3.232465e+02,9.467480e+02,8.728140e-07,6.959033e+04,6.963441e+04,8.908257e-01,1.184462e+04
71,3.604483e-07,1.086260e-07,8.199393e+17,6.869445e-07,1.276219e-06,6.246104e-04,9.488857e-01,5.926839e-01,1.762529e+01,4.385648e+03,4.653567e+01,True,8.812646e+00,5.926839e-01,3.058673e+00,4.607786e+02,9.990052e+01,6.445338e+02,1.734337e-06,1.527437e-04,4.021882e+02,5.893276e-01,1.047466e+04
72,3.777514e-07,1.040270e-07,1.946316e+17,1.546684e-08,1.277471e-06,8.725742e-04,9.382172e-01,8.186641e-01,1.182258e+01,2.490170e+03,5.238718e+01,True,5.911288e+00,8.186641e-01,2.346451e+00,4.017292e+02,1.025721e+02,5.350267e+02,4.086850e-07,6.475251e-03,3.138533e+02,1.144842e+00,8.091402e+03
73,4.423392e-07,1.044868e-07,2.876576e+17,1.634775e-08,1.260000e-06,8.953708e-04,9.181451e-01,8.220803e-01,1.136233e+01,2.600920e+03,6.091720e+01,True,5.681164e+00,8.220803e-01,2.279805e+00,3.902397e+02,1.038618e+02,5.359969e+02,4.750347e-07,7.343982e-03,3.565571e+02,1.113700e+00,9.370500e+03
74,3.647458e-07,8.559905e-08,1.000000e+17,1.120948e-07,1.280518e-06,5.388974e-04,,1.347244e+00,1.051298e+05,,1.933892e+00,False,5.256491e+04,1.347244e+00,1.577041e+04,3.137655e+02,1.029845e+02,4.566791e+02,5.889355e-07,1.051130e+05,1.051298e+05,9.329451e-01,4.734211e+03
75,4.132893e-07,9.874207e-08,4.037416e+17,2.744328e-07,1.260282e-06,9.096630e-04,9.109421e-01,8.286503e-01,1.117437e+01,2.519455e+03,6.360493e+01,True,5.587187e+00,8.286503e-01,2.256211e+00,3.708821e+02,1.083299e+02,5.167722e+02,9.621548e-07,2.783907e-04,3.679647e+02,8.042551e-01,8.984245e+03
