V,n,p,neff_re,neff_im,d_neff,d_phi,C_total_pF_cm
0.0,21953632110149.7,25316213208796.34,2.8672592692569725,7.795717561623211e-10,0.0,0.0,0.5778466379300967
0.10416666666666667,21953651018571.49,25316231869489.586,2.8672592613487904,8.041610666973311e-10,-7.908182109161999e-09,-7.176395520382997e-06,0.5896858914659692
0.20833333333333334,21953670690893.402,25316251305757.88,2.8672592290130443,9.361197953067466e-10,-4.0243928189909184e-08,-3.651994124542019e-05,0.6253376242255351
0.3125,21953691902938.33,25316272298674.125,2.867259093192043,1.7227337827157388e-09,-1.7606492930255513e-07,-0.00015977269522910562,0.722016647587264
0.4166666666666667,21953717840760.715,25316298040754.508,2.867258516479102,6.739636236276994e-09,-7.527778707050459e-07,-0.000683119288933977,1.244683382139414
0.5208333333333334,21953773020939.3,25316353028644.9,2.8672559044557118,4.1625401420666396e-08,-3.3648012607301325e-06,-0.003053438117782744,6.274500801469862
0.625,21954126019740.535,25316705744145.266,2.867242421071978,3.03890724601531e-07,-1.6848184994699977e-05,-0.015289131895745035,49.64947204350045
0.7291666666666667,21957001431692.684,25319580610205.59,2.867171288622451,2.255328836639711e-06,-8.798063452131188e-05,-0.07983931360504568,391.13244611178686
0.8333333333333334,21979556386351.71,25342134892488.61,2.8668108157486256,1.5850835174605637e-05,-0.0004484535083468799,-0.4069556952503738,2528.104779571982
0.9375,22121365496768.348,25483949648510.773,2.8654853621193848,8.040941393682889e-05,-0.001773907137587738,-1.6097579772488382,7551.095095665239
1.0416666666666667,22470485192691.79,25833085850302.215,2.863435289580684,0.00019716646275998593,-0.003823979676288669,-3.4701262869453067,11869.151530162357
1.1458333333333335,22893031827495.637,26255646175421.2,2.861609101387442,0.0003101128304611591,-0.005650167869530431,-5.127327472812439,13097.703359014457
1.25,23322029852538.75,26684654410746.496,2.8600770909441318,0.00040921338414244774,-0.007182178312840737,-6.5175727568473905,13070.193199165835
1.3541666666666667,23742790870761.984,27105423166763.516,2.858755670372714,0.0004971864674109708,-0.008503598884258334,-7.716715181536453,12752.956517211738
1.4583333333333335,24151165699197.918,27513803856318.67,2.857585426156641,0.0005767242771900419,-0.009673843100331592,-8.778670411456185,12348.927590931113
1.5625,24545660142900.11,27908302724022.96,2.8565290451110092,0.000649679738215099,-0.010730224145963252,-9.737298841990883,11914.876318961482
1.6666666666666667,24925816079078.062,28288461994178.95,2.85556222414659,0.0007173183175110222,-0.011697045110382387,-10.614654666919538,11475.102889311473
1.7708333333333335,25291719294109.2,28654367718497.625,2.854668258991604,0.0007805381555926657,-0.012591010265368574,-11.42589642198595,11042.804131740531
1.875,25643769741896.945,29006420047356.453,2.8538350883049124,0.0008400043653425289,-0.013424180952060105,-12.181969347615773,10625.536337659181
1.9791666666666667,25982544547455.254,29345196249278.355,2.8530536418731742,0.0008962280203818257,-0.01420562738379827,-12.891104341566901,10227.399913778236
2.0833333333333335,26308710301396.875,29671363019718.09,2.852316874625623,0.0009496137008804631,-0.014942394631349387,-13.55969455634776,9850.284948324073
2.1875,26622967047329.51,29985620479497.46,2.8516191728868767,0.001000489293154437,-0.01564009637009578,-14.192834203789896,9494.685140109605
2.291666666666667,26926013497690.297,30288667398614.11,2.850955971619372,0.0010491255065123947,-0.016303297637600522,-14.79466589399837,9160.241204909398
2.3958333333333335,27218526353819.344,30581180521912.465,2.8503234968983127,0.0010957491990741487,-0.01693577235865984,-15.3686143302271,8846.099213879723
2.5,27501148821457.18,30863803088490.047,2.8497185861179584,0.0011405528173573664,-0.017540683139014135,-15.917549465311636,8693.974886817517
