sim_id,w_r,h_si,doping,S,lambda,length,v_pi_V,v_pi_l_Vmm,loss_at_v_pi_dB_per_cm,C_at_v_pi_pF_per_cm,max_dphi_rad,cost
9.000000e+00,4.242000e-07,1.202000e-07,3.124000e+17,1.876000e-08,1.302000e-06,8.703000e-04,1.879786e+00,1.635978e+00,9.254892e+04,9.747488e+03,5.495657e+01,6.423976e+08
1.000000e+01,3.707000e-07,9.797000e-08,2.122000e+17,5.686000e-07,1.323000e-06,1.565000e-04,1.572666e+00,2.461222e-01,9.229707e+01,4.857359e+03,8.234427e+00,6.389486e+02
1.100000e+01,4.000000e-07,9.063000e-08,8.841000e+17,1.720000e-07,1.262000e-06,3.580000e-04,1.044103e+00,3.737890e-01,3.326807e+01,4.987019e+03,2.937377e+01,8.310514e+01
1.200000e+01,4.565000e-07,7.508000e-08,6.889000e+17,3.543000e-07,1.359000e-06,6.062000e-04,,,,,2.444854e+00,1.000000e+09
1.300000e+01,4.779000e-07,1.076000e-07,5.991000e+17,7.866000e-07,1.283000e-06,7.286000e-04,9.374388e-01,6.830179e-01,1.468897e+01,3.736494e+03,4.986777e+01,1.650899e+01
