sim_id,w_r,h_si,doping,S,lambda,length,v_pi_V,v_pi_l_Vmm,loss_at_v_pi_dB_per_cm,C_at_v_pi_pF_per_cm,max_dphi_rad,is_valid,norm_loss,norm_vpil,cost,charge_time_s,fde_time_s,total_time_s,intrinsic_width_m,loss_min_dB_per_cm,loss_max_dB_per_cm,C_min_pF_per_cm,C_max_pF_per_cm
74,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.746806e+00,False,,,1.000000e+09,1.981398e+02,1.254226e+02,3.384417e+02,8.990286e-07,8.550580e+04,8.550797e+04,8.125405e-01,6.996184e+03
75,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.746876e+00,False,,,1.000000e+09,1.948015e+02,1.253353e+02,3.355392e+02,8.990286e-07,8.550580e+04,8.550797e+04,8.124315e-01,6.997414e+03
76,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749680e+00,False,,,1.000000e+09,1.903482e+02,1.265969e+02,3.318503e+02,8.990286e-07,8.550594e+04,8.550810e+04,8.122484e-01,7.001629e+03
77,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.746153e+00,False,,,1.000000e+09,1.900640e+02,1.256233e+02,3.306340e+02,8.990286e-07,8.550580e+04,8.550797e+04,8.123282e-01,6.997291e+03
78,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749016e+00,False,,,1.000000e+09,1.926037e+02,1.253562e+02,3.324625e+02,8.990286e-07,8.550593e+04,8.550810e+04,8.121412e-01,6.999834e+03
79,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.748999e+00,False,,,1.000000e+09,1.900525e+02,1.266525e+02,3.310501e+02,8.990286e-07,8.550594e+04,8.550811e+04,8.126091e-01,7.002365e+03
80,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749429e+00,False,,,1.000000e+09,1.901290e+02,1.266012e+02,3.315807e+02,8.990286e-07,8.550594e+04,8.550809e+04,8.126986e-01,6.999450e+03
81,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749925e+00,False,,,1.000000e+09,1.980949e+02,1.250659e+02,3.379995e+02,8.990286e-07,8.550593e+04,8.550809e+04,8.125511e-01,7.002199e+03
82,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.748945e+00,False,,,1.000000e+09,1.900653e+02,1.265724e+02,3.315394e+02,8.990286e-07,8.550594e+04,8.550809e+04,8.122093e-01,6.997806e+03
83,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.747220e+00,False,,,1.000000e+09,1.882230e+02,1.254662e+02,3.285815e+02,8.990286e-07,8.550580e+04,8.550796e+04,8.124077e-01,6.995075e+03
84,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.746790e+00,False,,,1.000000e+09,1.913409e+02,1.249016e+02,3.303227e+02,8.990286e-07,8.550579e+04,8.550795e+04,8.124479e-01,6.995045e+03
85,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.746522e+00,False,,,1.000000e+09,1.923273e+02,1.252591e+02,3.320243e+02,8.990286e-07,8.550580e+04,8.550797e+04,8.120638e-01,6.996112e+03
86,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.745477e+00,False,,,1.000000e+09,1.916709e+02,1.265446e+02,3.331823e+02,8.990286e-07,8.550580e+04,8.550797e+04,8.119497e-01,6.994217e+03
87,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.748384e+00,False,,,1.000000e+09,1.884727e+02,1.254212e+02,3.283143e+02,8.990286e-07,8.550594e+04,8.550810e+04,8.124013e-01,6.997205e+03
88,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749025e+00,False,,,1.000000e+09,1.919384e+02,1.252442e+02,3.321811e+02,8.990286e-07,8.550594e+04,8.550811e+04,8.119914e-01,6.999659e+03
89,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.745956e+00,False,,,1.000000e+09,1.901008e+02,1.254690e+02,3.305009e+02,8.990286e-07,8.550580e+04,8.550797e+04,8.120480e-01,6.995145e+03
90,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.746468e+00,False,,,1.000000e+09,1.899515e+02,1.255715e+02,3.300249e+02,8.990286e-07,8.550580e+04,8.550797e+04,8.124587e-01,6.996326e+03
91,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.746963e+00,False,,,1.000000e+09,1.896204e+02,1.249188e+02,3.294660e+02,8.990286e-07,8.550580e+04,8.550797e+04,8.121662e-01,6.995290e+03
92,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.746513e+00,False,,,1.000000e+09,1.875729e+02,1.265134e+02,3.293336e+02,8.990286e-07,8.550580e+04,8.550796e+04,8.125630e-01,6.993451e+03
93,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.746019e+00,False,,,1.000000e+09,1.918589e+02,1.254663e+02,3.318839e+02,8.990286e-07,8.550580e+04,8.550797e+04,8.121659e-01,6.994361e+03
94,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749775e+00,False,,,1.000000e+09,1.964456e+02,1.252026e+02,3.362076e+02,8.990286e-07,8.550594e+04,8.550810e+04,8.124248e-01,7.001486e+03
95,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.746078e+00,False,,,1.000000e+09,1.878069e+02,1.247981e+02,3.276372e+02,8.990286e-07,8.550580e+04,8.550797e+04,8.127189e-01,6.994545e+03
96,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749147e+00,False,,,1.000000e+09,1.919263e+02,1.265666e+02,3.335213e+02,8.990286e-07,8.550593e+04,8.550809e+04,8.120703e-01,6.999245e+03
97,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749920e+00,False,,,1.000000e+09,1.882176e+02,1.253052e+02,3.283915e+02,8.990286e-07,8.550594e+04,8.550811e+04,8.120315e-01,6.994676e+03
98,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749388e+00,False,,,1.000000e+09,1.915134e+02,1.253968e+02,3.310007e+02,8.990286e-07,8.550594e+04,8.550810e+04,8.124850e-01,6.999669e+03
99,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.746449e+00,False,,,1.000000e+09,1.898332e+02,1.255837e+02,3.295580e+02,8.990286e-07,8.550580e+04,8.550797e+04,8.123943e-01,6.994427e+03
100,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.745662e+00,False,,,1.000000e+09,1.900053e+02,1.250877e+02,3.295828e+02,8.990286e-07,8.550580e+04,8.550797e+04,8.120555e-01,6.993318e+03
101,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749894e+00,False,,,1.000000e+09,1.912688e+02,1.250782e+02,3.304760e+02,8.990286e-07,8.550593e+04,8.550810e+04,8.121455e-01,7.002462e+03
102,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.745414e+00,False,,,1.000000e+09,1.899446e+02,1.254597e+02,3.302797e+02,8.990286e-07,8.550580e+04,8.550797e+04,8.125379e-01,6.993564e+03
103,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.748735e+00,False,,,1.000000e+09,1.899674e+02,1.254569e+02,3.303223e+02,8.990286e-07,8.550593e+04,8.550810e+04,8.127314e-01,6.998036e+03
104,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.748936e+00,False,,,1.000000e+09,1.879776e+02,1.250884e+02,3.278134e+02,8.990286e-07,8.550594e+04,8.550810e+04,8.121154e-01,6.999458e+03
105,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749145e+00,False,,,1.000000e+09,1.892258e+02,1.254225e+02,3.287304e+02,8.990286e-07,8.550594e+04,8.550810e+04,8.121271e-01,6.998133e+03
106,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.747346e+00,False,,,1.000000e+09,1.901226e+02,1.264583e+02,3.314748e+02,8.990286e-07,8.550580e+04,8.550797e+04,8.124683e-01,6.997418e+03
107,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749402e+00,False,,,1.000000e+09,1.897823e+02,1.254239e+02,3.302025e+02,8.990286e-07,8.550594e+04,8.550810e+04,8.122055e-01,6.999097e+03
108,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749222e+00,False,,,1.000000e+09,1.966644e+02,1.251198e+02,3.362181e+02,8.990286e-07,8.550594e+04,8.550810e+04,8.121841e-01,6.999103e+03
109,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.746056e+00,False,,,1.000000e+09,1.896163e+02,1.255824e+02,3.301531e+02,8.990286e-07,8.550580e+04,8.550797e+04,8.124926e-01,6.992852e+03
110,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.747538e+00,False,,,1.000000e+09,1.895121e+02,1.251458e+02,3.296382e+02,8.990286e-07,8.550580e+04,8.550797e+04,8.120779e-01,6.995746e+03
111,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.746101e+00,False,,,1.000000e+09,1.954876e+02,1.253299e+02,3.357088e+02,8.990286e-07,8.550580e+04,8.550797e+04,8.121469e-01,6.993205e+03
112,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749358e+00,False,,,1.000000e+09,1.892513e+02,1.265299e+02,3.299564e+02,8.990286e-07,8.550594e+04,8.550810e+04,8.121752e-01,7.002588e+03
113,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.746885e+00,False,,,1.000000e+09,1.897818e+02,1.254188e+02,3.292659e+02,8.990286e-07,8.550579e+04,8.550796e+04,8.120168e-01,6.996719e+03
114,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.746904e+00,False,,,1.000000e+09,1.920081e+02,1.253547e+02,3.320568e+02,8.990286e-07,8.550580e+04,8.550797e+04,8.123489e-01,6.996788e+03
115,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.747063e+00,False,,,1.000000e+09,1.878028e+02,1.253730e+02,3.272193e+02,8.990286e-07,8.550580e+04,8.550796e+04,8.124712e-01,6.995283e+03
116,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749239e+00,False,,,1.000000e+09,1.897194e+02,1.254123e+02,3.300608e+02,8.990286e-07,8.550594e+04,8.550810e+04,8.122546e-01,6.998094e+03
117,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749700e+00,False,,,1.000000e+09,1.938354e+02,1.249705e+02,3.328968e+02,8.990286e-07,8.550594e+04,8.550811e+04,8.121564e-01,6.994555e+03
118,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.746581e+00,False,,,1.000000e+09,1.919105e+02,1.253530e+02,3.317781e+02,8.990286e-07,8.550580e+04,8.550797e+04,8.121554e-01,6.994509e+03
119,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.746284e+00,False,,,1.000000e+09,1.901887e+02,1.253143e+02,3.303231e+02,8.990286e-07,8.550580e+04,8.550797e+04,8.124703e-01,6.997170e+03
120,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749003e+00,False,,,1.000000e+09,1.895190e+02,1.254250e+02,3.290113e+02,8.990286e-07,8.550594e+04,8.550810e+04,8.121405e-01,6.999731e+03
121,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.748682e+00,False,,,1.000000e+09,1.900358e+02,1.252671e+02,3.300132e+02,8.990286e-07,8.550594e+04,8.550809e+04,8.121606e-01,6.998006e+03
122,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.746644e+00,False,,,1.000000e+09,1.898580e+02,1.251893e+02,3.301840e+02,8.990286e-07,8.550580e+04,8.550796e+04,8.120912e-01,6.993532e+03
123,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.748185e+00,False,,,1.000000e+09,1.903215e+02,1.254430e+02,3.306195e+02,8.990286e-07,8.550593e+04,8.550810e+04,8.123166e-01,6.997539e+03
124,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.745752e+00,False,,,1.000000e+09,1.897323e+02,1.249620e+02,3.288088e+02,8.990286e-07,8.550580e+04,8.550796e+04,8.120341e-01,6.993411e+03
125,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.747798e+00,False,,,1.000000e+09,1.889707e+02,1.253638e+02,3.292277e+02,8.990286e-07,8.550580e+04,8.550796e+04,8.126384e-01,6.995003e+03
126,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.745958e+00,False,,,1.000000e+09,1.880538e+02,1.265616e+02,3.291252e+02,8.990286e-07,8.550580e+04,8.550797e+04,8.126216e-01,6.994355e+03
127,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.746367e+00,False,,,1.000000e+09,1.885686e+02,1.254678e+02,3.285083e+02,8.990286e-07,8.550580e+04,8.550797e+04,8.123060e-01,6.997133e+03
128,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749521e+00,False,,,1.000000e+09,1.902203e+02,1.250879e+02,3.301998e+02,8.990286e-07,8.550594e+04,8.550811e+04,8.121282e-01,7.001639e+03
129,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.748973e+00,False,,,1.000000e+09,1.894971e+02,1.251653e+02,3.295749e+02,8.990286e-07,8.550593e+04,8.550810e+04,8.122782e-01,6.999361e+03
130,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.747472e+00,False,,,1.000000e+09,1.962777e+02,1.265349e+02,3.376285e+02,8.990286e-07,8.550580e+04,8.550796e+04,8.124809e-01,6.999312e+03
131,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749216e+00,False,,,1.000000e+09,1.873344e+02,1.253596e+02,3.276417e+02,8.990286e-07,8.550594e+04,8.550810e+04,8.124534e-01,6.999666e+03
132,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.746299e+00,False,,,1.000000e+09,1.878256e+02,1.266193e+02,3.293865e+02,8.990286e-07,8.550580e+04,8.550797e+04,8.127355e-01,6.993145e+03
133,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749077e+00,False,,,1.000000e+09,1.894788e+02,1.253660e+02,3.296518e+02,8.990286e-07,8.550594e+04,8.550810e+04,8.123638e-01,6.996650e+03
134,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749130e+00,False,,,1.000000e+09,1.875412e+02,1.252975e+02,3.277662e+02,8.990286e-07,8.550594e+04,8.550810e+04,8.120084e-01,6.999280e+03
135,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.747707e+00,False,,,1.000000e+09,1.888014e+02,1.248954e+02,3.279781e+02,8.990286e-07,8.550579e+04,8.550796e+04,8.123327e-01,6.995618e+03
136,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.748510e+00,False,,,1.000000e+09,1.880680e+02,1.253016e+02,3.279124e+02,8.990286e-07,8.550594e+04,8.550810e+04,8.123325e-01,6.997967e+03
137,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.750238e+00,False,,,1.000000e+09,1.876353e+02,1.254469e+02,3.279734e+02,8.990286e-07,8.550594e+04,8.550810e+04,8.121297e-01,7.002572e+03
138,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.746095e+00,False,,,1.000000e+09,1.891877e+02,1.251193e+02,3.283957e+02,8.990286e-07,8.550580e+04,8.550797e+04,8.123890e-01,6.995108e+03
139,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.748488e+00,False,,,1.000000e+09,1.894945e+02,1.256192e+02,3.300072e+02,8.990286e-07,8.550594e+04,8.550811e+04,8.123116e-01,6.996614e+03
140,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749268e+00,False,,,1.000000e+09,1.883160e+02,1.252180e+02,3.278715e+02,8.990286e-07,8.550593e+04,8.550810e+04,8.122310e-01,6.999837e+03
141,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.748218e+00,False,,,1.000000e+09,1.893976e+02,1.247067e+02,3.282996e+02,8.990286e-07,8.550594e+04,8.550811e+04,8.126400e-01,6.995933e+03
142,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749004e+00,False,,,1.000000e+09,1.879704e+02,1.245692e+02,3.275833e+02,8.990286e-07,8.550594e+04,8.550810e+04,8.122874e-01,7.000263e+03
143,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.746420e+00,False,,,1.000000e+09,1.894750e+02,1.252909e+02,3.287964e+02,8.990286e-07,8.550580e+04,8.550796e+04,8.121836e-01,6.997092e+03
144,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749100e+00,False,,,1.000000e+09,1.911238e+02,1.247037e+02,3.298487e+02,8.990286e-07,8.550594e+04,8.550811e+04,8.125034e-01,6.998515e+03
145,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.748714e+00,False,,,1.000000e+09,1.912900e+02,1.252724e+02,3.307020e+02,8.990286e-07,8.550594e+04,8.550810e+04,8.122284e-01,6.998085e+03
146,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.745432e+00,False,,,1.000000e+09,1.894594e+02,1.250774e+02,3.289152e+02,8.990286e-07,8.550580e+04,8.550796e+04,8.121336e-01,6.992734e+03
147,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.746484e+00,False,,,1.000000e+09,1.897828e+02,1.248582e+02,3.295183e+02,8.990286e-07,8.550580e+04,8.550796e+04,8.124007e-01,6.996384e+03
148,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749639e+00,False,,,1.000000e+09,1.880647e+02,1.246498e+02,3.275195e+02,8.990286e-07,8.550593e+04,8.550809e+04,8.121799e-01,6.999315e+03
149,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.746575e+00,False,,,1.000000e+09,1.893800e+02,1.265259e+02,3.301609e+02,8.990286e-07,8.550580e+04,8.550796e+04,8.121111e-01,6.996334e+03
150,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749643e+00,False,,,1.000000e+09,1.877498e+02,1.249572e+02,3.274064e+02,8.990286e-07,8.550594e+04,8.550810e+04,8.120735e-01,6.999982e+03
151,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.747015e+00,False,,,1.000000e+09,1.875078e+02,1.252091e+02,3.268922e+02,8.990286e-07,8.550580e+04,8.550796e+04,8.123118e-01,6.994219e+03
152,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749760e+00,False,,,1.000000e+09,1.935965e+02,1.247666e+02,3.325112e+02,8.990286e-07,8.550593e+04,8.550808e+04,8.124218e-01,6.999163e+03
153,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749665e+00,False,,,1.000000e+09,1.895182e+02,1.250188e+02,3.292673e+02,8.990286e-07,8.550594e+04,8.550810e+04,8.121222e-01,7.001502e+03
154,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.746656e+00,False,,,1.000000e+09,1.892879e+02,1.253639e+02,3.287651e+02,8.990286e-07,8.550579e+04,8.550795e+04,8.122735e-01,6.995226e+03
155,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749367e+00,False,,,1.000000e+09,1.879485e+02,1.252465e+02,3.279699e+02,8.990286e-07,8.550594e+04,8.550810e+04,8.127478e-01,6.999583e+03
156,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749277e+00,False,,,1.000000e+09,1.897924e+02,1.254313e+02,3.302122e+02,8.990286e-07,8.550594e+04,8.550811e+04,8.122945e-01,6.999613e+03
157,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749990e+00,False,,,1.000000e+09,1.897229e+02,1.250975e+02,3.297249e+02,8.990286e-07,8.550594e+04,8.550810e+04,8.122395e-01,7.001613e+03
158,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.746749e+00,False,,,1.000000e+09,1.889922e+02,1.249361e+02,3.286492e+02,8.990286e-07,8.550580e+04,8.550796e+04,8.124667e-01,6.994316e+03
159,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.744762e+00,False,,,1.000000e+09,1.958438e+02,1.253206e+02,3.359209e+02,8.990286e-07,8.550580e+04,8.550796e+04,8.125987e-01,6.992970e+03
160,4.359181e-07,8.767745e-08,2.901509e+17,2.315553e-07,1.315528e-06,4.267226e-04,,,,,2.749596e+00,False,,,1.000000e+09,1.876058e+02,1.251315e+02,3.267978e+02,8.990286e-07,8.550594e+04,8.550810e+04,8.124829e-01,7.002680e+03
