sim_id,w_r,h_si,doping,S,lambda,length,v_pi_V,v_pi_l_Vmm,loss_at_v_pi_dB_per_cm,C_at_v_pi_pF_per_cm,max_dphi_rad,cost
19.0,3.734e-07,9.826e-08,2.91e+17,3.4e-08,1.289e-06,0.0001802,1.409287,0.2539535,76.08159,4971.615,11.73898,434.1758
20.0,3.672428e-07,1.059725e-07,7.711783e+17,6.831551e-07,1.290606e-06,0.0001230554,1.473897,0.181371,118.5454,8511.415,9.049312,1053.999
