sim_id,w_r,h_si,doping,S,lambda,length,v_pi_V,v_pi_l_Vmm,loss_at_v_pi_dB_per_cm,C_at_v_pi_pF_per_cm,max_dphi_rad,cost
9.0,4.242e-07,1.202e-07,3.124e+17,1.876e-08,1.302e-06,0.0008703,1.879786,1.635978,92548.92,9747.488,54.95657,642397600.0
10.0,3.707e-07,9.797e-08,2.122e+17,5.686e-07,1.323e-06,0.0001565,1.572666,0.2461222,92.29707,4857.359,8.234427,638.9486
11.0,4e-07,9.063e-08,8.841e+17,1.72e-07,1.262e-06,0.000358,1.044103,0.373789,33.26807,4987.019,29.37377,83.10514
12.0,4.565e-07,7.508e-08,6.889e+17,3.543e-07,1.359e-06,0.0006062,,,,,2.444854,1000000000.0
13.0,4.779e-07,1.076e-07,5.991e+17,7.866e-07,1.283e-06,0.0007286,0.9374388,0.6830179,14.68897,3736.494,49.86777,16.50899
