sim_id,w_r,h_si,doping,S,lambda,length,v_pi_V,v_pi_l_Vmm,loss_at_v_pi_dB_per_cm,C_at_v_pi_pF_per_cm,max_dphi_rad,cost
1.400000e+01,4.798000e-07,7.857000e-08,5.323000e+17,8.394000e-08,1.310000e-06,3.380000e-04,1.772477e+00,5.990974e-01,8.679199e+04,6.314187e+03,1.721410e+02,5.649637e+08
1.500000e+01,4.603000e-07,1.211000e-07,8.049000e+17,4.394000e-07,1.277000e-06,8.191000e-04,8.999049e-01,7.371121e-01,1.296787e+01,4.274769e+03,6.468537e+01,1.299276e+01
1.600000e+01,4.384000e-07,9.121000e-08,9.396000e+17,7.889000e-07,1.349000e-06,5.338000e-04,9.822765e-01,5.243392e-01,2.266415e+01,4.159489e+03,3.624572e+01,3.871723e+01
1.700000e+01,3.776000e-07,1.001000e-07,2.561000e+17,2.165000e-07,1.332000e-06,9.100000e-04,9.345610e-01,8.504505e-01,1.182041e+01,2.464743e+03,5.401280e+01,1.098544e+01
1.800000e+01,3.856000e-07,1.096000e-07,3.458000e+17,5.999000e-07,1.299000e-06,1.335000e-04,,,,,1.461267e-01,1.000000e+09
