V,n,p,neff_re,neff_im,d_neff,d_phi,C_total_pF_cm
0.0,53490634591561.695,70682574644388.1,2.7126465283912577,1.6498921876310566e-07,0.0,0.0,0.6142348226725013
0.10416666666666667,53490654757699.85,70682594413169.0,2.712646513344909,1.650739563377024e-07,-1.5046348611491567e-08,-5.632157668829116e-05,0.6262238995316093
0.20833333333333334,53490675695997.75,70682614968747.06,2.71264646752033,1.653323383187571e-07,-6.087092785378445e-08,-0.00022785239925824787,0.661497545243828
0.3125,53490698137840.41,70682637048506.39,2.7126463112380703,1.6637178911917402e-07,-2.1715318743176226e-07,-0.0008128490316716413,0.7519725756655179
0.4166666666666667,53490724933646.96,70682663511174.23,2.7126457364104204,1.7155444442912886e-07,-7.919808373557657e-07,-0.0029645471216001554,1.2105461151177241
0.5208333333333334,53490777169963.24,70682715425437.34,2.7126433412311486,2.035455400546165e-07,-3.187160109163756e-06,-0.011930195633579319,5.6068335570072865
0.625,53491089841828.48,70683027667630.48,2.7126310563537297,4.426870492171604e-07,-1.5472037528052596e-05,-0.057915017833283414,43.73992996147176
0.7291666666666667,53493621559917.164,70685558601534.53,2.7125660595971923,2.225616967704686e-06,-8.046879406542473e-05,-0.30121124220854084,324.02155330570895
0.8333333333333334,53512157313387.59,70704093185036.52,2.712240050649023,1.450118867771555e-05,-0.0004064777422345678,-1.5215297692798966,1868.0928578327948
0.9375,53615077666942.29,70807013297701.25,2.711013717031512,7.423339922220813e-05,-0.0016328113597459115,-6.111948658773364,5528.162933373992
1.0416666666666667,53871572883949.44,71063512597805.81,2.708845152361602,0.00019875929940513148,-0.0038013760296555787,-14.229332119273186,8749.468760660924
1.1458333333333335,54183925917044.94,71375871064321.84,2.706752341998043,0.0003302697021958772,-0.0058941863932147065,-22.0631516344759,9498.956652564602
1.25,54489149256481.09,71681099231376.45,2.7049777362609735,0.0004473884351183474,-0.007668792130284263,-28.705865803381265,9105.906606141318
1.3541666666666667,54775948446666.53,71967902677519.34,2.7034613361192332,0.0005505750124152082,-0.009185192272024523,-34.382063336643995,8542.301985543532
1.4583333333333335,55044529101614.99,72236487209006.4,2.702137921598872,0.0006425789824457378,-0.010508606792385855,-39.335876007314255,8015.394211005551
1.5625,55297071314995.53,72489033055612.69,2.700961494657593,0.0007256966053786568,-0.011685033733664696,-43.7394839458412,7556.705193039414
1.6666666666666667,55535830173462.91,72727795390348.77,2.6999002869732442,0.0008016407907296602,-0.012746241418013504,-47.711802514255005,7162.826553428414
1.7708333333333335,55762764213384.72,72954732803965.73,2.698931767948348,0.0008716856296286307,-0.013714760442909757,-51.33716837166324,6824.138358778631
1.875,55979503100429.65,73171474996674.31,2.6980394497214135,0.00093679543269774,-0.014607078669844231,-54.67729897386573,6531.17717781434
1.9791666666666667,56187390115276.414,73379365271324.28,2.6972109184490813,0.000997715076312914,-0.01543560994217641,-57.77866188909586,6275.935900178228
2.0833333333333335,56387534345659.09,73579512729975.94,2.6964365962275627,0.0010550311152927464,-0.01620993216369504,-60.67710918064684,6051.91905128004
2.1875,56580856770734.83,73772838361090.27,2.6957089375842065,0.0011092134506428893,-0.01693759080705126,-63.40088510415461,5853.914272964072
2.291666666666667,56768127597171.46,73960112377360.2,2.6950218912750565,0.0011606442807507661,-0.017624637116201214,-65.97264071000592,5677.735854904957
2.3958333333333335,56949995669887.76,74141983627546.83,2.6943705292390234,0.0012096386438286287,-0.018275999152234323,-68.41082274416812,5520.004231977292
2.5,57127011472537.66,74319002597639.08,2.6937507841522104,0.0012564592932040781,-0.018895744239047385,-70.73065603631152,5445.37189531048
