V,n,p,neff_re,neff_im,d_neff,d_phi,C_total_pF_cm
0.0,18716359328518.043,21683842542377.895,2.839103850919404,1.701471015556705e-09,0.0,0.0,0.6825098214862474
0.10416666666666667,18716381809345.0,21683864435418.176,2.8391038414138476,1.7332916336846683e-09,-9.505556342048749e-09,-3.5134228576155615e-05,0.693433891460726
0.20833333333333334,18716404991823.04,21683887047279.92,2.839103803816015,1.8930184704550914e-09,-4.710338918911816e-08,-0.00017410251256534055,0.7270733216269902
0.3125,18716429637790.11,21683911149363.61,2.8391036512818837,2.801287693858487e-09,-1.996375202928391e-07,-0.0007378958177669115,0.8191835299426473
0.4166666666666667,18716458775209.37,21683939783507.098,2.8391030311492247,8.295580182315212e-09,-8.197701792944656e-07,-0.0030300165316825725,1.2546612176189187
0.5208333333333334,18716511704903.23,21683992227654.543,2.839100358045844,4.432728663372151e-08,-3.4928735601624794e-06,-0.012910282537330063,4.9327964078562205
0.625,18716780019394.82,21684259957938.707,2.8390867442670507,3.118901960990138e-07,-1.710665235332698e-05,-0.06322923270633939,36.837500277727166
0.7291666666666667,18718907470911.277,21686386494830.63,2.8390143592058403,2.3182437489816426e-06,-8.949171356364971e-05,-0.33077730612235107,290.35206984226954
0.8333333333333334,18735658608659.25,21703136266241.633,2.8386375650538556,1.6719598036996627e-05,-0.00046628586554842144,-1.7234755749685908,1947.8947054589446
0.9375,18845551679172.84,21813029838872.594,2.837173459925876,8.942690697583582e-05,-0.0019303909935279862,-7.135068792127788,5846.387532725038
1.0416666666666667,19115761197212.516,22083247863717.938,2.83496910748868,0.00021749865231100003,-0.004134743430724175,-15.282747855188715,9040.585101401415
1.1458333333333335,19433322475210.88,22400819336370.125,2.8331055135742327,0.0003348009214722893,-0.005998337345171301,-22.17092275071574,9791.442681835391
1.25,19752349198021.902,22719855248394.26,2.8315812705674896,0.00043490437725113073,-0.007522580351914332,-27.804796274521923,9717.837501815058
1.3541666666666667,20065125977492.527,23032640232070.62,2.8302851344745736,0.000522361699600596,-0.008818716444830343,-32.59554603346779,9501.899846891518
1.4583333333333335,20370114266989.766,23337635893323.375,2.8291476764402326,0.0006006193520490135,-0.009956174479171409,-36.79979343743512,9255.970542237037
1.5625,20666902566606.246,23634430815384.945,2.828126776848367,0.0006719214197511018,-0.010977074071036874,-40.57322008635597,9001.657210930762
1.6666666666666667,20955357215973.938,23922891388245.0,2.827195533514984,0.0007377586455138624,-0.01190831740442011,-44.01526124184038,8745.219908225708
1.7708333333333335,21235473735385.215,24203013178931.367,2.8263358302817143,0.0007991610963843358,-0.01276802063768967,-47.192877450555905,8490.160427975885
1.875,21507346135146.312,24474890250054.66,2.825534886285672,0.0008568693045046994,-0.013568964633731806,-50.153309057190164,8239.224932829802
1.9791666666666667,21771148474200.79,24738696717473.473,2.8247833189083424,0.0009114351369733571,-0.014320532011061538,-52.9312358902232,7994.5704196118595
2.0833333333333335,22027114998822.37,24994666885232.746,2.8240740055087934,0.0009632829180545135,-0.015029845410610587,-55.5529844986287,7757.75082325543
2.1875,22275520798953.914,25243075898587.844,2.8234013854395337,0.0010127476880534736,-0.01570246547987031,-58.039108025532876,7529.768482283839
2.291666666666667,22516665292109.746,25484223225864.04,2.8227610148810136,0.0010600999630655614,-0.016342836038390374,-60.40603161915341,7311.173405984468
2.3958333333333335,22750859332440.04,25718419766608.71,2.822149272508451,0.0011055622874973944,-0.016954578410953047,-62.66714034061349,7102.171936535769
2.5,22978415758426.844,25945978399149.824,2.8215631584273475,0.0011493206434006675,-0.017540692492056476,-64.833522334069,7000.0772230513085
