V,n,p,neff_re,neff_im,d_neff,d_phi,C_total_pF_cm
0.0,15370842158213.541,14758986271842.465,2.898097300342672,4.5500756074683664e-11,0.0,0.0,0.6579513532714879
0.10416666666666667,15370863569406.234,14759007637830.523,2.8980972925516486,7.166877770619784e-11,-7.791023381997775e-09,-2.779419567958031e-05,0.6685055708767496
0.20833333333333334,15370885665498.453,14759029691299.164,2.8980972612779183,2.04154949546836e-10,-3.906475365411666e-08,-0.00013936210353904805,0.7010491812207336
0.3125,15370909189234.17,14759053176436.697,2.8980971302359837,9.73939201250461e-10,-1.7010668829087194e-07,-0.0006068494919019892,0.793103226915179
0.4166666666666667,15370937265267.963,14759081219883.822,2.89809656603967,5.832564546930856e-09,-7.343030019590913e-07,-0.0026195995473088742,1.3169718034379996
0.5208333333333334,15370994845507.107,14759138767902.979,2.898093963206943,3.9540876382453385e-08,-3.337135729086782e-06,-0.011905111679920692,6.610058852796083
0.625,15371367064216.402,14759510936402.365,2.8980804974456946,2.9264047260060864e-07,-1.68028969773637e-05,-0.05994373058253114,61.909670852521636
0.7291666666666667,15375019924984.984,14763163892037.348,2.8980110704362634,2.1287834102457404e-06,-8.622990640860806e-05,-0.3076220895050361,531.2882885453547
0.8333333333333334,15405908654441.879,14794053527059.998,2.897730439088454,1.2071824795341135e-05,-0.0003668612542178096,-1.3087643287718436,1987.5848915649462
0.9375,15504244527747.688,14892387813606.63,2.8971729547790126,3.6116546581571823e-05,-0.00092434556365939,-3.297569550524599,3872.011329823242
1.0416666666666667,15657652420798.203,15045792967200.396,2.8964786007642855,6.984811524333056e-05,-0.001618699578386451,-5.774652522810259,5268.209140360023
1.1458333333333335,15846764042024.082,15234901116784.54,2.8957074301429784,0.00011024263431024672,-0.002389870199693611,-8.525775976050186,6238.670378834187
1.25,16063268152805.936,15451400524344.281,2.8948767946107727,0.00015614285410702245,-0.003220505731899248,-11.489038360024171,7022.627101389766
1.3541666666666667,16303350583158.664,15691476885843.893,2.8939935448684406,0.00020700253379345277,-0.004103755474231363,-14.640000046141303,7711.341996992522
1.4583333333333335,16564633324887.797,15952752251651.209,2.8930621238136465,0.0002624569912315755,-0.00503517652902552,-17.9628111567905,8331.292246029221
1.5625,16845023511667.453,16233133879947.582,2.8920872571309166,0.0003221462583509515,-0.006010043211755356,-21.44061298240234,8883.757526299105
1.6666666666666667,17142226290662.184,16530327064088.004,2.89107499430016,0.000385631896565831,-0.007022306042511861,-25.051824220995464,9359.401007760296
1.7708333333333335,17453541740663.672,16841632035686.713,2.8900330426019347,0.0004523606356368252,-0.008064257740737268,-28.76894942640359,9745.211702439252
1.875,17775829086494.28,17163908172946.977,2.888970665154741,0.0005216603585560957,-0.009126635187930887,-32.55894275656106,10028.961670983714
1.9791666666666667,18105593400018.42,17493660697855.734,2.8878982510400677,0.0005927624802949629,-0.01019904930260429,-36.38474153694328,10202.439213439424
2.0833333333333335,18439160021534.227,17827215093975.72,2.886826659370566,0.0006648443771029042,-0.011270640972106172,-40.207606273758664,10263.49003465054
2.1875,18772893968518.605,18160936511581.4,2.8857664716299927,0.0007370825161802005,-0.01233082871267932,-43.98978790430926,10216.665543937936
2.291666666666667,19103416506464.168,18491446335346.21,2.8847272999948004,0.0008087051661056754,-0.013370000347871613,-47.69699533484298,10072.505531035558
2.3958333333333335,19427777919558.52,18815794952863.79,2.8837172712021326,0.0008790349012209752,-0.014380029140539374,-51.300236722910725,9845.830023715576
2.5,19743563024279.848,19131567267364.746,2.8827427452952104,0.0009475151544158257,-0.015354555047461638,-54.776822843086435,9713.918760778157
