V,n,p,neff_re,neff_im,d_neff,d_phi,C_total_pF_cm
0.0,15073817153546.521,14456308934214.848,2.903061046006801,1.6955397685994087e-08,0.0,0.0,1.1137002907212052
0.10416666666666667,15073853421262.424,14456345074524.865,2.903060991184278,1.7602418165160945e-08,-5.48225229657362e-08,-0.00024477737656272794,1.126046791143716
0.20833333333333334,15073890489357.248,14456382019889.182,2.90306087851382,1.8686758695969375e-08,-1.6749298126228496e-07,-0.0007478403095690455,1.1624331229507265
0.3125,15073929116779.162,14456420531860.285,2.9030606000937547,2.1185702553047915e-08,-4.45913046487334e-07,-0.0019909595507394138,1.250700891441812
0.4166666666666667,15073971914369.625,14456463225313.947,2.9030598022407235,2.9269126077508798e-08,-1.2437660776853932e-06,-0.005553297825126029,1.6066138581666343
0.5208333333333334,15074033672356.652,14456524886595.295,2.9030570746684217,6.540929630130058e-08,-3.971338379482603e-06,-0.01773165001144111,4.940528468256965
0.625,15074293236481.266,14456784327230.31,2.9030440199803915,3.1061240726423653e-07,-1.7026026409627804e-05,-0.07601959655233553,54.54671356346538
0.7291666666666667,15077580222033.41,14460071124596.424,2.9029750107916272,2.1294151952270413e-06,-8.603521517391854e-05,-0.38413909325996626,484.9713523110185
0.8333333333333334,15105824266490.348,14488314820218.307,2.9027218635367675,1.0957175136702878e-05,-0.00033918247003361657,-1.514417628002718,1588.1579647116905
0.9375,15180836901289.047,14563324911448.55,2.9022742586349803,2.9718789319435122e-05,-0.0007867873718208074,-3.512931152536471,2832.042977098076
1.0416666666666667,15289954268693.143,14672439442701.992,2.901725335689937,5.545564276075983e-05,-0.0013357103168640805,-5.963820151329095,3708.291766739213
1.1458333333333335,15421937258197.129,14804419070595.377,2.901115442213381,8.621954478917195e-05,-0.0019456037934202364,-8.686936802991438,4339.915796033649
1.25,15572120904720.838,14954598304402.771,2.9004577349986214,0.00012119565627753075,-0.0026033110081797872,-11.623537270573722,4870.107136463488
1.3541666666666667,15738575797451.047,15121047572210.66,2.8997562382483135,0.00016006718077935412,-0.0033048077584876268,-14.755653870077001,5357.436629119572
1.4583333333333335,15920444736709.598,15302909668663.613,2.8990119263186562,0.00020272359243245352,-0.00404911968814492,-18.078936193287884,5824.963561657998
1.5625,16117297422975.494,15499754342920.79,2.898224860991962,0.0002491357401237092,-0.004836185014839067,-21.593108388027787,6281.400501026894
1.6666666666666667,16328843074679.59,15711290879138.666,2.8973950577428806,0.00029929594159411283,-0.005665988263920507,-25.298101361450954,6728.717305263646
1.7708333333333335,16554779453914.639,15937217108338.623,2.8965229053185375,0.0003531843338590253,-0.006538140688263638,-29.19217939443314,7165.152159276057
1.875,16794701232749.377,16177127769686.902,2.8956094060278095,0.00041074706745020833,-0.007451639978991675,-33.27086727269939,7586.607636443296
1.9791666666666667,17048039778769.332,16430454294430.87,2.8946563251216193,0.0004718810719413471,-0.008404720885181849,-37.526283317945335,7987.472370190885
2.0833333333333335,17314024940607.926,16696426591099.53,2.8936662744169674,0.000536423803284268,-0.009394771589833706,-41.94676601444991,8361.26577633781
2.1875,17591666749756.441,16974054747345.441,2.8926427324003705,0.0006041479009329443,-0.01041831360643064,-46.516784249125244,8701.255671136663
2.291666666666667,17879757360825.78,17262130970177.307,2.8915899971636696,0.0006747611519723986,-0.011471048843131548,-51.217147448678155,9001.08149801775
2.3958333333333335,18176893273015.68,17559251807213.264,2.890513071551422,0.0007479119977086661,-0.01254797445537914,-56.02551838563647,9255.350712614838
2.5,18481516044988.43,17863858861104.75,2.8894174877480006,0.0008232002604640308,-0.013643558258800592,-60.91719638034908,9370.500377267073
