V,n,p,neff_re,neff_im,d_neff,d_phi,C_total_pF_cm
0.0,13354090286826.615,12803070071756.676,2.889336399683099,1.8698426503297173e-09,0.0,0.0,0.8781272450316236
0.10416666666666667,13354118886106.572,12803098564551.533,2.8893363797036518,2.0325312328131512e-09,-1.997944742981872e-08,-6.011616478979185e-05,0.8881627550116119
0.20833333333333334,13354148136446.83,12803127711217.895,2.889336325513778,2.4019333270359186e-09,-7.416932135129173e-08,-0.0002231680911278204,0.9186367641174342
0.3125,13354178713281.65,12803158189037.16,2.8893361487110987,3.6649300526350964e-09,-2.509720005150484e-07,-0.0007551497204106246,1.0008716095087677
0.4166666666666667,13354213303809.29,12803192688631.45,2.8893355051428546,9.577458464460077e-09,-8.945402445448281e-07,-0.002691582384400584,1.3969668560393476
0.5208333333333334,13354269626337.246,12803248925592.617,2.889332866555538,4.424655092435606e-08,-3.5331275611838464e-06,-0.010630828476992102,5.198965493495713
0.625,13354551413670.254,12803530607736.87,2.8893195357833283,2.9778683153215333e-07,-1.6863899770847013e-05,-0.05074179259380902,54.796404487191296
0.7291666666666667,13357832302475.654,12806811504802.305,2.8892511232657885,2.122692511543679e-06,-8.527641731070901e-05,-0.25658823517223556,430.1194466987386
0.8333333333333334,13382515242586.217,12831495829578.709,2.8890158165001436,1.03819745374793e-05,-0.0003205831829555805,-0.9646028261337424,1295.218849377819
0.9375,13442041721438.117,12891021257131.24,2.8886175435738553,2.709378832490845e-05,-0.0007188561092439372,-2.162966342050094,2201.605286844458
1.0416666666666667,13525655501992.715,12974633474558.2,2.888135111787337,4.967123405136149e-05,-0.0012012878957623485,-3.614555475335631,2820.392674435482
1.1458333333333335,13625413429257.396,13074389268374.06,2.887603109717589,7.642081535557447e-05,-0.001733289965510032,-5.21529664727265,3265.8797054329093
1.25,13737991657169.59,13186964358307.312,2.887033004859416,0.00010661911260877679,-0.002303394823683025,-6.930685309635647,3638.6176355868038
1.3541666666666667,13861984474977.912,13310952911147.44,2.886428348913514,0.0001399757160138009,-0.002908050769585113,-8.750034749236601,3980.0030588522227
1.4583333333333335,13996759237973.297,13445722303966.66,2.885790011208528,0.00017638236796200979,-0.003546388474571227,-10.67072924287961,4306.911170290124
1.5625,14142007292620.041,13590963952242.29,2.88511799563409,0.00021580702678394425,-0.0042184040490091945,-12.692757087049374,4626.255279161809
1.6666666666666667,14297545439392.2,13746494735417.535,2.8844121547240245,0.00025824453646333364,-0.004924244959074731,-14.816561992761994,4940.331564719822
1.7708333333333335,14463214308894.44,13912155360322.62,2.8836725180269487,0.00030369015434625183,-0.0056638816561505045,-17.042055051174774,5248.950187976841
1.875,14638818363631.738,14087750359333.045,2.8828994709871023,0.0003521231205481624,-0.00643692869599688,-19.368076499010538,5550.388538208808
1.9791666666666667,14824086244007.834,14273008435928.031,2.88209386702724,0.00040349522887143637,-0.0072425326558591685,-21.792058472311272,5841.889259396608
2.0833333333333335,15018643147557.984,14467554844480.766,2.8812571013008115,0.0004577224743944496,-0.008079298382287714,-24.309803093483946,6119.986284202942
2.1875,15221992371660.672,14670892933770.887,2.880391153643053,0.000514679209400819,-0.008945246040046317,-26.915353235749457,6380.779115053957
2.291666666666667,15433505525260.559,14882394359448.35,2.879498600051841,0.0005741948438734038,-0.009837799631258193,-29.600957978397762,6620.2054104790695
2.3958333333333335,15652421794084.268,15101298349836.031,2.878582589725745,0.0006360533405286113,-0.01075380995735431,-32.35714169700047,6834.325179014686
2.5,15877856629606.137,15326720395293.027,2.8776467857635315,0.0006999957165239964,-0.011689613919567687,-35.17288249268423,6934.582638518657
