V,n,p,neff_re,neff_im,d_neff,d_phi,C_total_pF_cm
0.0,14652963154337.95,14041296552503.406,2.902303154010229,1.2225862219083937e-10,0.0,0.0,0.7606373742940088
0.10416666666666667,14652987911514.312,14041321248713.355,2.902303143789421,1.6960599148589358e-10,-1.022080775570089e-08,-3.719390690906029e-05,0.7707270755378322
0.20833333333333334,14653013324207.025,14041346601385.328,2.9023031073911953,3.4586420844047056e-10,-4.6619033522432574e-08,-0.00016964843038521797,0.8019127012308446
0.3125,14653040107412.756,14041373326677.71,2.902302965545778,1.2214056416478143e-09,-1.884644507121891e-07,-0.0006858292811100478,0.8904270610028534
0.4166666666666667,14653071271860.031,14041404437244.72,2.902302383593464,6.296580094218583e-09,-7.704167650501859e-07,-0.0028035758156661453,1.3743750391638454
0.5208333333333334,14653129516630.744,14041462629424.307,2.9022997795527425,3.989237958000552e-08,-3.3744574863270316e-06,-0.012279778723459847,6.573993244762946
0.625,14653498739898.629,14041831795010.19,2.9022863644963075,2.9097557839758125e-07,-1.678951392136696e-05,-0.06109767767536606,74.80127184814062
0.7291666666666667,14657992611601.0,14046326051499.615,2.902219704457439,2.037047346884659e-06,-8.344955278971611e-05,-0.3036760862987751,488.4464390624787
0.8333333333333334,14685255184061.275,14073588744376.867,2.9020066387642127,9.322647014682664e-06,-0.0002965152460161491,-1.079030221587949,1340.572605466705
0.9375,14745152103830.105,14133483144747.25,2.9016481733933914,2.3920104416853725e-05,-0.0006549806168374417,-2.383499295963436,2194.805326387072
1.0416666666666667,14827954527412.158,14216283096765.994,2.9012113379064157,4.3750604114141876e-05,-0.001091816103813148,-3.973160194152814,2784.4191158541735
1.1458333333333335,14926185858872.201,14314511415165.451,2.9007312057992527,6.717195978380203e-05,-0.0015719482109761707,-5.720379134643277,3206.9548468843395
1.25,15036460545443.793,14424782033488.26,2.900220217953372,9.343168377628752e-05,-0.0020829360568570543,-7.579883278115109,3553.12643708776
1.3541666666666667,15157199592875.143,14545515826061.605,2.899682798520581,0.0001221903207805371,-0.0026203554896477854,-9.535572968412755,3862.2324602421713
1.4583333333333335,15287572204620.81,14675882020320.865,2.8991206374820964,0.00015328223036145376,-0.0031825165281325063,-11.581298299821997,4150.789080843803
1.5625,15427073093189.81,14815375404474.836,2.8985344838823717,0.00018661665095687945,-0.003768670127857199,-13.714333471177273,4425.9868407356535
1.6666666666666667,15575338927968.453,14963632736532.883,2.897924816259548,0.00022213384328496227,-0.00437833775068075,-15.932937064040983,4690.823152688743
1.7708333333333335,15732059294687.363,15120343689379.21,2.897292122883215,0.00025978347990605525,-0.005011031127013954,-18.23533224686697,4946.189248399533
1.875,15896928810863.809,15285202961032.531,2.896637031940324,0.0002995128222828033,-0.005666122069905022,-20.619233023522177,5191.809354336512
1.9791666666666667,16069619140039.783,15457882287336.441,2.895960377515751,0.00034125965489370644,-0.0063427764944776754,-23.081604127520425,5426.713064727695
2.0833333333333335,16249761816360.016,15638013266422.889,2.895263234149721,0.00038494782792719584,-0.007039919860508004,-25.618535266249474,5649.505303269679
2.1875,16436937809589.889,15825176924132.285,2.8945469328529807,0.0004304844650631316,-0.0077562211572481665,-28.225182841137336,5858.545110507538
2.291666666666667,16630671973345.459,16018898162805.393,2.893813063535033,0.00047775842625564374,-0.008490090475195888,-30.89576111122939,6052.082701633023
2.3958333333333335,16830431520942.113,16218644237695.414,2.893063465635941,0.0005266398541685459,-0.009239688374287791,-33.623576284399086,6228.376728350056
2.5,17035628097502.906,16423826829610.676,2.8923002076782955,0.0005769807286266941,-0.010002946331933327,-36.401100928518645,6311.999166443252
