V,n,p,neff_re,neff_im,d_neff,d_phi,C_total_pF_cm
0.0,14401240924186.2,13807928795623.156,2.883725659019633,2.7697689114237854e-09,0.0,0.0,0.9578669432337792
0.10416666666666667,14401272120311.227,13807959875906.809,2.883725629213815,3.078044640715262e-09,-2.980581825795525e-08,-9.621313864723773e-05,0.9690412098510397
0.20833333333333334,14401304040527.068,13807991685105.62,2.8837255598348848,3.646497605884399e-09,-9.918474841441594e-08,-0.00032016822582418364,1.0028608495802607
0.3125,14401337429889.139,13808024969768.668,2.8837253574411883,5.236494008886741e-09,-3.0157844488343244e-07,-0.000973494788147399,1.0912093260302442
0.4166666666666667,14401375086465.133,13808062530686.88,2.883724678314225,1.1721989630600755e-08,-9.80705407993554e-07,-0.0031657156523859425,1.4953235991182436
0.5208333333333334,14401434742471.621,13808122096266.107,2.88372203298314,4.685670893615487e-08,-3.626036493287188e-06,-0.011704840606933142,5.4838075064990335
0.625,14401731722079.957,13808418962455.383,2.8837087670881676,3.0095668923890413e-07,-1.6891931465590204e-05,-0.0545271305774231,61.3063490079475
0.7291666666666667,14405420696638.178,13812107894903.94,2.8836404675593217,2.1342395899613593e-06,-8.51914603114956e-05,-0.27499791186987127,472.8852189748448
0.8333333333333334,14432476392784.912,13839164237433.312,2.8834065956356585,1.0388154476146912e-05,-0.0003190633839746937,-1.0299361464911518,1413.143747668999
0.9375,14497297785025.152,13903983922071.418,2.8830075088334928,2.7230065968600884e-05,-0.0007181501861404094,-2.3181877722892246,2406.0707109380955
1.0416666666666667,14588910634268.078,13995594833733.63,2.882519877874639,5.019790401359075e-05,-0.0012057811449941447,-3.892259809058682,3098.516708947493
1.1458333333333335,14698752333653.727,14105433961037.57,2.8819795085313027,7.756090394996697e-05,-0.001746150488330489,-5.636571275403347,3603.3553595603807
1.25,14823188527978.352,14229866424009.867,2.8813984645620336,0.00010857187909302349,-0.0023271944575995462,-7.5121803760024966,4028.669696016127
1.3541666666666667,14960683558521.246,14367356455513.107,2.8807804996990845,0.00014293386043356105,-0.002945159320548729,-9.506970068521067,4419.834561783253
1.4583333333333335,15110552865015.607,14517219536844.656,2.8801265365559567,0.00018053980711617813,-0.0035991224636764407,-11.617962157897322,4795.452346144697
1.5625,15272470142290.504,14679129442771.594,2.8794365714036867,0.00022136240222478244,-0.004289087615946485,-13.84516868122108,5163.1816976537875
1.6666666666666667,15446248741292.682,14852899608472.818,2.878710422565004,0.0002654027751113026,-0.00501523645462898,-16.18917609246007,5525.589896586153
1.7708333333333335,15631729270947.326,15038370721768.814,2.8779480754250537,0.0003126629462397543,-0.005777583594579472,-18.650031568347064,5882.4880425117335
1.875,15828712807165.9,15235343929878.938,2.877149871529824,0.00036312864550582907,-0.006575787489809137,-21.22663259891933,6231.975811340292
1.9791666666666667,16036916415494.049,15443536362126.48,2.8763166281516583,0.0004167572754475764,-0.007409030867974842,-23.91634103022375,6570.988609502648
2.0833333333333335,16255941932243.14,15662549911817.992,2.8754497179553473,0.00047346903797371935,-0.008275941064285863,-26.7147259022819,6895.6580588789175
2.1875,16485254923928.805,15891850196531.793,2.8745511165309554,0.0005331406549661242,-0.009174542488677773,-29.615410013195323,7201.617754874373
2.291666666666667,16724173347498.88,16130755219063.617,2.8736234170207586,0.0005956017405007067,-0.01010224199887455,-32.610022703411076,7484.308922859263
2.3958333333333335,16971866382425.018,16378434200008.89,2.872669808697148,0.0006606341011461138,-0.011055850322485128,-35.688269006218626,7739.299889486594
2.5,17227363861819.97,16633917009134.232,2.871694017513389,0.0007279741956787267,-0.012031641506244029,-38.83812154981351,7859.33449591559
