V,n,p,neff_re,neff_im,d_neff,d_phi,C_total_pF_cm
0.0,15733427075753.69,15110304720986.752,2.9184640970865154,3.571860690696916e-10,0.0,0.0,0.5893275552211777
0.10416666666666667,15733446245086.242,15110323867209.332,2.9184640883257638,3.9521562480919467e-10,-8.760751679659506e-09,-2.6940469981092143e-05,0.6001046457279429
0.20833333333333334,15733466114067.643,15110343715143.662,2.918464055956124,5.495720745397473e-10,-4.113039153708087e-08,-0.0001264813932676562,0.6332470887652932
0.3125,15733487435590.252,15110365018735.76,2.9184639260589824,1.3524517626086865e-09,-1.7102753302467022e-07,-0.0005259322815973766,0.7277183014715339
0.4166666666666667,15733513442924.152,15110391012545.35,2.9184633755467937,6.195858601755075e-09,-7.215397217485986e-07,-0.0022188300644413656,1.302731613396854
0.5208333333333334,15733572147439.469,15110449702953.352,2.9184608208537197,3.9601739677077843e-08,-3.2762327957236437e-06,-0.010074849112455707,7.235334129281123
0.625,15733983874166.248,15110861402214.45,2.918447542285907,2.9085094238708184e-07,-1.6554800608581388e-05,-0.05090820116200198,65.75900024320327
0.7291666666666667,15737847445679.676,15114725142166.69,2.9183792140241103,2.11049125572596e-06,-8.488306240517218e-05,-0.2610266422616593,549.941561230636
0.8333333333333334,15769738044535.885,15146616924624.262,2.9180985890926783,1.2139339518474536e-05,-0.00036550799383716637,-1.123985417676181,2116.181402470456
0.9375,15875432802565.078,15252309899025.037,2.917521627871966,3.73180475840098e-05,-0.0009424692145496572,-2.8982174716388447,4213.2653692861
1.0416666666666667,16043669268688.012,15420542660913.055,2.9167975574624947,7.29813606739324e-05,-0.0016665396240207464,-5.12482973549782,5790.374730024917
1.1458333333333335,16251902229776.395,15628771232484.717,2.915994726423611,0.00011564787705585605,-0.0024693706629044243,-7.593641350504737,6866.911546111262
1.25,16490131380752.125,15866994941256.793,2.915132681866246,0.00016398478417245955,-0.0033314152202694736,-10.244542365537226,7715.0325928564425
1.3541666666666667,16753506678216.096,16130363576926.14,2.9142199804159548,0.00021730725114695973,-0.0042441166705606825,-13.051220025441546,8437.629196974047
1.4583333333333335,17038717167137.553,16415566224274.047,2.913263072509406,0.0002750949950514255,-0.005201024577109248,-15.993838384422737,9061.718227193109
1.5625,17342669178545.443,16719509340897.57,2.9122690652862593,0.0003368044222057382,-0.006195031800256157,-19.050542048145214,9586.138437239337
1.6666666666666667,17661976198393.53,17038806572068.963,2.9112466344366377,0.00040179049298928477,-0.0072174626498777705,-22.19465212216162,9999.62788512847
1.7708333333333335,17992812332702.55,17369632193867.133,2.9102060941807277,0.0004692871220733152,-0.008258002905787709,-25.394451015394164,10289.741011279602
1.875,18330981905074.65,17707790699889.793,2.9091589471443737,0.0005384281908785457,-0.00930514994214171,-28.614566632206287,10448.31641237035
1.9791666666666667,18672128405657.07,18048925743068.0,2.9081171062492963,0.0006082971742810326,-0.010346990837219128,-31.818365162881932,10474.662960359974
2.0833333333333335,19012011233874.93,18388796872802.574,2.907091990999186,0.0006779912536009691,-0.011372106087329303,-34.97073012339938,10376.521269651148
2.1875,19346777156409.848,18723550988722.637,2.9060937066100636,0.0007466841345693983,-0.012370390476451831,-38.04058663813096,10168.989270904965
2.291666666666667,19673167193821.266,19049929224750.117,2.90513046604056,0.0008136743243301244,-0.013333631045955308,-41.00267877316189,9872.065399673775
2.3958333333333335,19988628345444.92,19365378673220.195,2.90420832364809,0.0008784118772822909,-0.014255773438425656,-43.83838857878504,9507.729330920025
2.5,20291330676189.24,19668069472478.164,2.903331196942951,0.0009405036139301883,-0.015132900143564498,-46.535669192761496,9311.488558581264
